ISO3v10,Continent,Country,GeoRegion,GeoSubregion,ElevationZone,Income Group,Lending Category,UrbanRuralDesignation,Population1990,Population2000,Population2010,Population2100,LandArea,PercentofCountryPopulation1990,PercentofCountryPopulation2000,PercentofCountryPopulation2010,PercentofCountryPopulation2100,PercentofCountryLandArea
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,4142,5001,5971,5839,138,7,7,7,7,32
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,20443,24684,28866,28817,93,32,32,32,32,21
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,1355,1636,1953,1910,10,2,2,2,2,2
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,2991,3611,4223,4216,14,5,5,5,5,3
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,1983,2394,2859,2795,32,3,3,3,3,7
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,5483,6620,7742,7729,25,9,9,9,9,6
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,2606,3147,3757,3673,68,4,4,4,4,16
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,7541,9106,10648,10630,34,12,12,12,12,8
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,3151,3805,4543,4442,99,5,5,5,5,23
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,9508,11480,13425,13403,43,15,15,15,15,10
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Total National Population,Upper middle income,IBRD,Rural,4901,5918,7066,6909,168,8,8,8,8,39
ATG,North America,Antigua and Barbuda,Americas,Caribbean,Total National Population,Upper middle income,IBRD,Urban,58459,70587,82546,82405,266,92,92,92,92,61
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,3392185,3866351,4459380,8637545,7440600,20,20,20,31,97
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,9588545,10730777,12826424,13756951,28256,57,56,57,49,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,283877,335893,387413,517321,104171,2,2,2,2,1
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,1649469,1903548,2275297,2574615,4427,10,10,10,9,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,324389,384101,443016,591871,123570,2,2,2,2,2
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,2042532,2351374,2810581,3121576,5362,12,12,12,11,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,48990,56438,65095,74144,6268,0,0,0,0,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,69775,79757,95332,110041,180,0,0,0,0,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,455603,538178,620725,832538,200965,3,3,3,3,3
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,3432065,3931423,4699203,4985221,8490,20,21,21,18,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,88030,103411,119272,151796,18151,1,1,1,1,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,253824,297602,355722,431912,725,2,2,2,2,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,150726,177024,204176,271295,44376,1,1,1,1,1
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,580965,683380,816839,984668,1739,3,4,4,3,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,206431,242843,280090,371494,70944,1,1,1,1,1
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,1024616,1193033,1426024,1655826,2847,6,6,6,6,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,260103,307483,354646,472272,91736,2,2,2,2,1
AUS,Australia,Australia,Oceania,Australia + New Zealand,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,1470144,1699446,2031336,2323069,3945,9,9,9,8,0
AUS,Australia,Australia,Oceania,Australia + New Zealand,Total National Population,High income: OECD,Not Defined,Rural,3847787,4404529,5080105,9470407,7641565,23,23,22,34,100
AUS,Australia,Australia,Oceania,Australia + New Zealand,Total National Population,High income: OECD,Not Defined,Urban,13020609,14662200,17525627,18742172,36746,77,77,78,66,0
BEL,Europe,Belgium,Europe,Western Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Rural,1378955,1457469,1489758,1651454,15825,14,14,14,16,52
BEL,Europe,Belgium,Europe,Western Europe,Elevations > 20m or Non-Contiguous,High income: OECD,Not Defined,Urban,5130795,5298149,5556290,5299701,7736,51,51,52,51,25
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Rural,185208,190583,194805,186066,1231,2,2,2,2,4
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 10m ,High income: OECD,Not Defined,Urban,1932265,1973419,2069570,1930108,2810,19,19,19,18,9
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Rural,212526,218937,223788,214187,1420,2,2,2,2,5
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 12m ,High income: OECD,Not Defined,Urban,2180564,2230767,2339457,2184333,3197,22,22,22,21,11
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Rural,53369,54724,55936,53244,476,1,1,1,1,2
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 1m,High income: OECD,Not Defined,Urban,215176,224112,235031,217709,469,2,2,2,2,2
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Rural,338890,351476,359263,346779,2267,3,3,3,3,7
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 20m ,High income: OECD,Not Defined,Urban,3114997,3193166,3348746,3139571,4613,31,31,31,30,15
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Rural,89788,92218,94261,89766,673,1,1,1,1,2
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 3m,High income: OECD,Not Defined,Urban,567052,582668,611057,567816,926,6,6,6,5,3
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Rural,124157,127830,130662,124373,844,1,1,1,1,3
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 5m,High income: OECD,Not Defined,Urban,998270,1020509,1070232,995702,1497,10,10,10,10,5
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Rural,150113,154491,157914,150481,999,2,1,1,1,3
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 7m,High income: OECD,Not Defined,Urban,1448663,1477032,1548997,1442025,2103,15,14,14,14,7
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Rural,174278,179392,183366,175016,1156,2,2,2,2,4
BEL,Europe,Belgium,Europe,Western Europe,Elevations Less Than or Equal To 9m,High income: OECD,Not Defined,Urban,1788755,1825116,1914041,1783879,2589,18,18,18,17,9
BEL,Europe,Belgium,Europe,Western Europe,Total National Population,High income: OECD,Not Defined,Rural,1717845,1808945,1849021,1998234,18092,17,18,17,19,59
BEL,Europe,Belgium,Europe,Western Europe,Total National Population,High income: OECD,Not Defined,Urban,8245792,8491314,8905035,8439271,12349,83,82,83,81,41
BEN,Africa,Benin,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Rural,2746784,4003115,4972773,13611606,111150,53,56,55,57,96
BEN,Africa,Benin,Africa,Western Africa,Elevations > 20m or Non-Contiguous,Low income,IDA,Urban,1001810,1201998,1565646,3904249,1164,19,17,17,16,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Rural,232172,351811,437029,1264689,1574,4,5,5,5,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 10m ,Low income,IDA,Urban,906612,1238770,1613544,3926636,200,18,17,18,16,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Rural,259809,392681,487799,1403280,1810,5,5,5,6,2
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 12m ,Low income,IDA,Urban,931914,1272924,1658030,4034708,207,18,18,18,17,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Rural,69538,104960,130384,363613,339,1,1,1,2,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 1m,Low income,IDA,Urban,49537,68107,88712,215562,15,1,1,1,1,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Rural,363626,546221,678530,1937186,2767,7,8,7,8,2
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 20m ,Low income,IDA,Urban,1066040,1445620,1882973,4578294,283,21,20,21,19,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Rural,122725,186279,231401,657208,712,2,3,3,3,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 3m,Low income,IDA,Urban,175217,238814,311064,761978,55,3,3,3,3,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 5m,Low income,IDA,Rural,165907,252426,313570,905983,1042,3,4,3,4,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 5m,Low income,IDA,Urban,430667,587241,764903,1866913,107,8,8,8,8,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 7m,Low income,IDA,Rural,198099,300870,373749,1084043,1292,4,4,4,5,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 7m,Low income,IDA,Urban,700997,956634,1246051,3035894,162,14,13,14,13,0
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 9m,Low income,IDA,Rural,221916,336475,417977,1211508,1492,4,5,5,5,1
BEN,Africa,Benin,Africa,Western Africa,Elevations Less Than or Equal To 9m,Low income,IDA,Urban,873698,1193757,1554913,3784608,193,17,17,17,16,0
BEN,Africa,Benin,Africa,Western Africa,Total National Population,Low income,IDA,Rural,3110410,4549336,5651303,15548792,113917,60,63,62,65,99
BEN,Africa,Benin,Africa,Western Africa,Total National Population,Low income,IDA,Urban,2067850,2647618,3448619,8482543,1447,40,37,38,35,1
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations > 20m or Non-Contiguous,Low income,IDA,Rural,18986551,23248151,26903232,40622472,38325,18,18,18,15,28
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations > 20m or Non-Contiguous,Low income,IDA,Urban,2757092,3558605,4304460,6770867,2560,3,3,3,2,2
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 10m ,Low income,IDA,Rural,34207376,41155788,47626313,92061840,45859,33,32,32,34,34
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 10m ,Low income,IDA,Urban,8848011,11932710,14433710,26353082,4133,9,9,10,10,3
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 12m ,Low income,IDA,Rural,43713920,52818284,61122391,117993272,57566,42,41,41,43,43
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 12m ,Low income,IDA,Urban,10931755,14722051,17807674,32727954,5308,11,11,12,12,4
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 1m,Low income,IDA,Rural,1299507,1571418,1818477,3491996,1877,1,1,1,1,1
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 1m,Low income,IDA,Urban,239514,314997,381018,673419,66,0,0,0,0,0
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 20m ,Low income,IDA,Rural,65844436,79879152,92437776,177410816,85564,63,62,61,65,63
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 20m ,Low income,IDA,Urban,16430801,22196078,26848197,49571324,8565,16,17,18,18,6
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 3m,Low income,IDA,Rural,2629926,3218254,3724229,7137505,4296,3,2,2,3,3
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 3m,Low income,IDA,Urban,539931,723983,875724,1557959,246,1,1,1,1,0
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 5m,Low income,IDA,Rural,7737940,9264376,10720924,20328284,12138,7,7,7,7,9
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 5m,Low income,IDA,Urban,1661898,2229931,2697306,4781317,873,2,2,2,2,1
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 7m,Low income,IDA,Rural,17569914,20979740,24278181,46135712,25653,17,16,16,17,19
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 7m,Low income,IDA,Urban,4654728,6359329,7692193,13790809,2019,4,5,5,5,1
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 9m,Low income,IDA,Rural,28864148,34663316,40113093,76960160,39382,28,27,27,28,29
BGD,Asia,Bangladesh,Asia,Southern Asia,Elevations Less Than or Equal To 9m,Low income,IDA,Urban,7515123,10154235,12282481,22235358,3413,7,8,8,8,3
BGD,Asia,Bangladesh,Asia,Southern Asia,Total National Population,Low income,IDA,Rural,84830985,103127297,119341002,218033280,123890,82,80,79,79,92
BGD,Asia,Bangladesh,Asia,Southern Asia,Total National Population,Low income,IDA,Urban,19187892,25754682,31152656,56342192,11125,18,20,21,21,8
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Rural,4417229,3848154,3518083,1630069,103024,51,48,47,46,93
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations > 20m or Non-Contiguous,Upper middle income,IBRD,Urban,4122512,3976296,3766288,1812817,6434,47,50,51,51,6
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Rural,19925,17893,16358,13189,273,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 10m ,Upper middle income,IBRD,Urban,70173,69947,66253,43875,133,1,1,1,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Rural,24388,21894,20016,15728,365,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 12m ,Upper middle income,IBRD,Urban,77820,77635,73534,47423,150,1,1,1,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Rural,6461,5816,5317,3196,63,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 1m,Upper middle income,IBRD,Urban,27369,27401,25954,19630,47,0,0,0,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Rural,47631,42128,38515,29082,814,1,1,1,1,1
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 20m ,Upper middle income,IBRD,Urban,130923,130122,123250,72956,245,2,2,2,2,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Rural,10521,9334,8534,6915,109,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 3m,Upper middle income,IBRD,Urban,37224,37255,35287,26442,62,0,0,0,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Rural,12848,11440,10459,8487,143,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 5m,Upper middle income,IBRD,Urban,46645,46755,44286,32163,82,1,1,1,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Rural,14951,13342,12198,10001,177,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 7m,Upper middle income,IBRD,Urban,54350,54515,51636,36037,99,1,1,1,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Rural,17053,15237,13930,11574,210,0,0,0,0,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Elevations Less Than or Equal To 9m,Upper middle income,IBRD,Urban,65682,65499,62040,41682,122,1,1,1,1,0
BGR,Europe,Bulgaria,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Rural,4464859,3890283,3556598,1659151,103838,51,49,48,47,94
BGR,Europe,Bulgaria,Europe,Eastern Europe,Total National Population,Upper middle income,IBRD,Urban,4253436,4106418,3889537,1885774,6679,49,51,52,53,6
BHR,Asia,Bahrain,Asia,Western Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Rural,479,588,1154,1220,1,0,0,0,0,0
BHR,Asia,Bahrain,Asia,Western Asia,Elevations > 20m or Non-Contiguous,High income: nonOECD,Not Defined,Urban,65646,115517,227699,237520,235,13,17,17,17,35
BHR,Asia,Bahrain,Asia,Western Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Rural,87634,111477,218768,233561,107,18,17,17,17,16
BHR,Asia,Bahrain,Asia,Western Asia,Elevations Less Than or Equal To 10m ,High income: nonOECD,Not Defined,Urban,284877,370804,730904,776364,253,58,55,55,55,38
BHR,Asia,Bahrain,Asia,Western Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Rural,92883,117820,231217,246809,110,19,18,17,18,17
BHR,Asia,Bahrain,Asia,Western Asia,Elevations Less Than or Equal To 12m ,High income: nonOECD,Not Defined,Urban,302870,393823,776278,824324,270,61,59,59,59,41
